name: 5df9ce68-9530-437c-b742-418db35f1dea num_items: 0
token, class_id, token_value, token_tf, token_df
горячка, @default_class, -0.333333343267, 9.0, 8.0
подправлять, @default_class, 0.0, 21.0, 8.0
талант, @default_class, 0.0, 8.0, 4.0
упрощение, @default_class, 0.0, 12.0, 7.0
хмб, @default_class, 0.0, 5.0, 2.0
домик, @default_class, 0.0, 3.0, 3.0
лирический, @default_class, 0.0, 11.0, 11.0
стройматериал, @default_class, 0.0, 9.0, 8.0
безработица, @default_class, 0.0, 3.0, 3.0
выходной_день, @default_class, 0.0, 23.0, 17.0
польститься, @default_class, 0.0, 16.0, 6.0
оферта_публичный, @default_class, 0.0, 2.0, 1.0
кадастровый, @default_class, 0.0, 14.0, 10.0
строгинский, @default_class, 0.0, 3.0, 3.0
скрипеть, @default_class, 0.0, 3.0, 2.0
друг_друг, @default_class, 0.0, 3.0, 3.0
поливать, @default_class, 0.0, 7.0, 2.0
мнить, @default_class, -0.333333343267, 4.0, 4.0
оттиск, @default_class, 0.0, 17.0, 9.0
ручаться, @default_class, 0.0, 10.0, 3.0
заказываться, @default_class, 0.0, 29.0, 5.0
чесаться, @default_class, 0.0, 23.0, 6.0
эксклюзивный, @default_class, 0.0, 10.0, 5.0
казино, @default_class, 0.0, 11.0, 10.0
лотерейный, @default_class, 0.0, 7.0, 6.0
оптимум, @default_class, 0.0, 1.0, 1.0
безупречно, @default_class, 0.0, 10.0, 9.0
стакан, @default_class, 0.0, 7.0, 6.0
счас, @default_class, 0.0, 5.0, 5.0
узн, @default_class, 0.0, 44.0, 8.0
коленка, @default_class, 0.0, 4.0, 4.0
призовой, @default_class, 0.0, 1.0, 1.0
вторжение, @default_class, -0.375, 10.0, 8.0
сделка_срываться, @default_class, 0.0, 4.0, 3.0
сваливаться, @default_class, 0.0, 34.0, 10.0
мосгортранс, @default_class, 0.0, 1.0, 1.0
проинкассировать, @default_class, 0.0, 20.0, 7.0
очередь_простаивать, @default_class, 0.0, 23.0, 17.0
предвзятый, @default_class, 0.0, 10.0, 7.0
выплывать, @default_class, 0.0, 6.0, 2.0
ух, @default_class, 0.125, 12.0, 11.0
критиковать, @default_class, -0.333333343267, 19.0, 9.0
охранять, @default_class, 0.0, 18.0, 4.0
усиливать, @default_class, 0.0, 39.0, 10.0
ессный, @default_class, 0.0, 6.0, 6.0
применительно, @default_class, 0.0, 22.0, 14.0
выражать_признательность, @default_class, 0.0, 45.0, 11.0
эй, @default_class, 0.0, 2.0, 2.0
беспрецедентный, @default_class, 0.0, 4.0, 4.0
подорожать, @default_class, -0.25, 76.0, 20.0
заставка, @default_class, 0.0, 12.0, 8.0
шник, @default_class, 0.0, 8.0, 7.0
смелый, @default_class, 0.333333343267, 14.0, 8.0
шероховатость, @default_class, 0.0, 11.0, 8.0
бандитский, @default_class, 0.0, 5.0, 5.0
отпечатывать, @default_class, 0.0, 12.0, 8.0
неадекват, @default_class, 0.0, 10.0, 5.0
попутать, @default_class, 0.0, 16.0, 5.0
мятый, @default_class, 0.0, 8.0, 7.0
прилеплять, @default_class, 0.0, 5.0, 2.0
идентификация_проходить, @default_class, 0.0, 10.0, 6.0
зомби, @default_class, 0.0, 4.0, 1.0
электричество, @default_class, 0.0, 14.0, 9.0
кредитный_отдел, @default_class, 0.0, 2.0, 2.0
боле, @default_class, 0.0, 9.0, 8.0
миниофис, @default_class, 0.0, 3.0, 3.0
недействующий, @default_class, 0.0, 11.0, 8.0
екатеринбургский, @default_class, 0.0, 4.0, 4.0
независимость, @default_class, 0.0, 32.0, 10.0
публикация, @default_class, 0.166666671634, 19.0, 9.0
критика, @default_class, 0.0, 21.0, 18.0
гроб, @default_class, 0.0, 19.0, 13.0
иссякать, @default_class, 0.0, 25.0, 12.0
поглядывать, @default_class, 0.0, 21.0, 7.0
назавтра, @default_class, 0.0, 8.0, 7.0
настигать, @default_class, 0.0, 33.0, 8.0
конь, @default_class, 0.0, 23.0, 18.0
промямлить, @default_class, 0.0, 30.0, 6.0
корона, @default_class, 0.0, 3.0, 3.0
преследование, @default_class, 0.0, 6.0, 3.0
прид_тся, @default_class, 0.0, 8.0, 6.0
обратный_связь, @default_class, 0.0, 4.0, 4.0
бубнить, @default_class, 0.0, 30.0, 11.0
выказывать, @default_class, 0.0, 19.0, 6.0
полюбовно, @default_class, 0.0, 2.0, 2.0
изготовлять, @default_class, 0.0, 23.0, 7.0
купюра_тысячный, @default_class, 0.0, 5.0, 5.0
договор_заключенный, @default_class, 0.0, 12.0, 12.0
наружу, @default_class, 0.0, 7.0, 7.0
дергать, @default_class, 0.0, 58.0, 16.0
одиннадцатый, @default_class, 0.0, 8.0, 8.0
ес, @default_class, 0.0, 2.0, 2.0
приумножать, @default_class, 0.0, 6.0, 6.0
спешивать, @default_class, 0.0, 61.0, 20.0
аналог, @default_class, 0.0, 41.0, 22.0
легенда, @default_class, 0.0, 5.0, 4.0
мучаться, @default_class, 0.0, 13.0, 4.0
глазок, @default_class, -0.166666671634, 15.0, 13.0
иск_подавать, @default_class, 0.0, 9.0, 9.0
вдогонку, @default_class, 0.0, 18.0, 17.0
подрядчик, @default_class, 0.0, 13.0, 4.0
проводка, @default_class, 0.0, 36.0, 16.0
многовато, @default_class, -0.300000011921, 17.0, 10.0
интеркоммерц, @default_class, 0.0, 5.0, 3.0
обаятельный, @default_class, 0.0, 9.0, 7.0
нек, @default_class, 0.0, 5.0, 5.0
нервотр, @default_class, 0.0, 7.0, 7.0
отчетность, @default_class, 0.0, 53.0, 34.0
чехия, @default_class, 0.0, 11.0, 9.0
верблюд_доказывать, @default_class, 0.0, 17.0, 12.0
недовольно, @default_class, 0.0, 10.0, 6.0
пары, @default_class, 0.0, 11.0, 9.0
безупречный_история, @default_class, 0.0, 3.0, 2.0
переступать, @default_class, -0.357142865658, 28.0, 11.0
офис_центральный, @default_class, 0.0, 4.0, 4.0
пересекаться, @default_class, 0.0, 45.0, 10.0
подвязывать, @default_class, 0.0, 48.0, 11.0
различаться, @default_class, 0.0, 25.0, 6.0
вводный, @default_class, 0.0, 14.0, 11.0
утыкаться, @default_class, 0.0, 33.0, 12.0
перчатка, @default_class, 0.0, 9.0, 4.0
кожаный, @default_class, 0.0, 4.0, 1.0
чрезмерный, @default_class, -0.333333343267, 11.0, 10.0
компетентный_орган, @default_class, 0.0, 1.0, 1.0
бегло, @default_class, 0.0, 11.0, 11.0
инструктаж, @default_class, 0.0, 13.0, 8.0
престижный, @default_class, 0.625, 9.0, 9.0
суждение, @default_class, 0.0, 15.0, 6.0
овердрафтный, @default_class, 0.0, 14.0, 8.0
ускоренный, @default_class, 0.0, 20.0, 16.0
неуверенно, @default_class, 0.0, 16.0, 14.0
связной, @default_class, 0.0, 38.0, 22.0
геленджик, @default_class, 0.0, 11.0, 9.0
скопить, @default_class, 0.0, 20.0, 8.0
юбилей, @default_class, 0.0, 3.0, 3.0
алфавит, @default_class, 0.0, 6.0, 5.0
выпытывать, @default_class, 0.0, 29.0, 10.0
поистине, @default_class, 0.0, 8.0, 8.0
невыполненный, @default_class, -0.25, 7.0, 7.0
обрисовывать_ситуация, @default_class, 0.0, 23.0, 7.0
загвоздка, @default_class, -0.25, 18.0, 14.0
родня, @default_class, 0.0, 10.0, 6.0
нн, @default_class, 0.0, 8.0, 7.0
новгородский, @default_class, 0.0, 3.0, 3.0
охарактеризовать, @default_class, 0.0, 48.0, 10.0
тя, @default_class, 0.0, 3.0, 3.0
лицензия_отзывать, @default_class, 0.0, 11.0, 6.0
земельный, @default_class, 0.0, 25.0, 20.0
близиться, @default_class, 0.0, 74.0, 18.0
предвкушать, @default_class, 0.0, 24.0, 7.0
отрываться, @default_class, 0.0, 43.0, 13.0
цикл, @default_class, 0.0, 6.0, 5.0
характерно, @default_class, 0.0, 35.0, 7.0
рассрочка, @default_class, 0.0, 36.0, 22.0
неосновательный, @default_class, 0.0, 4.0, 4.0
взаиморасчеты, @default_class, 0.0, 5.0, 5.0
компромисс, @default_class, 0.0, 18.0, 12.0
участь, @default_class, 0.0, 17.0, 11.0
тоска, @default_class, -0.125, 18.0, 9.0
внаглый, @default_class, 0.0, 8.0, 5.0
малограмотный, @default_class, 0.0, 11.0, 5.0
антиреклама, @default_class, 0.0, 20.0, 16.0
злоупотреблять, @default_class, -0.4375, 42.0, 11.0
банкоматный, @default_class, 0.0, 16.0, 15.0
пойма, @default_class, 0.0, 14.0, 5.0
пролистывать, @default_class, 0.0, 6.0, 3.0
шайтан, @default_class, 0.0, 3.0, 2.0
школьник, @default_class, 0.0, 10.0, 7.0
нештатный, @default_class, 0.0, 8.0, 8.0
утрировать, @default_class, 0.0, 13.0, 6.0
юг, @default_class, 0.0, 9.0, 6.0
просчитывать, @default_class, 0.0, 72.0, 23.0
доводить_сведение, @default_class, 0.0, 31.0, 20.0
бабки, @default_class, 0.0, 9.0, 8.0
озон, @default_class, 0.0, 24.0, 10.0
восхищаться, @default_class, 0.0, 21.0, 5.0
выбор_пасть, @default_class, 0.0, 6.0, 5.0
ямский, @default_class, 0.0, 3.0, 3.0
передвигать, @default_class, 0.0, 22.0, 8.0
семь, @default_class, 0.0, 4.0, 4.0
спасение, @default_class, 0.0, 8.0, 5.0
ограбить, @default_class, 0.0, 50.0, 17.0
скандальный, @default_class, -0.5, 11.0, 11.0
постучать, @default_class, 0.0, 16.0, 6.0
альянс, @default_class, 0.0, 10.0, 2.0
автотранспортный, @default_class, 0.0, 2.0, 2.0
координация, @default_class, 0.0, 17.0, 10.0
стремительно, @default_class, 0.0, 21.0, 16.0
магнитная, @default_class, 0.0, 4.0, 4.0
вопрошать, @default_class, 0.0, 21.0, 7.0
дорожить_репутация, @default_class, 0.0, 27.0, 18.0
вышеназванный, @default_class, 0.0, 21.0, 18.0
не_получать, @default_class, 0.0, 12.0, 12.0
пустота, @default_class, 0.0, 12.0, 11.0
индия, @default_class, 0.0, 10.0, 5.0
турфирма, @default_class, 0.0, 14.0, 8.0
нескончаемый, @default_class, -0.5, 8.0, 8.0
аннуитет, @default_class, 0.0, 19.0, 11.0
подмачивать, @default_class, 0.0, 5.0, 3.0
преображенский, @default_class, 0.0, 33.0, 17.0
против, @default_class, 0.0, 9.0, 5.0
вестерн, @default_class, 0.0, 26.0, 15.0
юнион, @default_class, 0.0, 21.0, 13.0
самолично, @default_class, 0.0, 11.0, 10.0
перово, @default_class, 0.0, 1.0, 1.0
макулатура, @default_class, 0.0, 4.0, 4.0
владикавказ, @default_class, 0.0, 4.0, 4.0
ипотечный_центр, @default_class, 0.0, 1.0, 1.0
чер, @default_class, 0.0, 25.0, 14.0
скотский, @default_class, -1.0, 12.0, 12.0
телефония, @default_class, 0.0, 12.0, 7.0
моментум, @default_class, 0.0, 2.0, 2.0
ридер, @default_class, 0.0, 10.0, 5.0
стимул, @default_class, 0.0, 10.0, 7.0
прима, @default_class, 0.0, 14.0, 7.0
обналичка, @default_class, 0.0, 22.0, 16.0
сотовый_телефон, @default_class, 0.0, 7.0, 6.0
наука, @default_class, 0.0, 24.0, 14.0
голос_повышать, @default_class, 0.0, 13.0, 4.0
доведение, @default_class, 0.0, 26.0, 14.0
авг, @default_class, 0.0, 3.0, 3.0
партнерство, @default_class, 0.0, 12.0, 9.0
милиция, @default_class, 0.0, 112.0, 69.0
вск, @default_class, 0.0, 16.0, 6.0
неск, @default_class, 0.0, 7.0, 4.0
швейцария, @default_class, 0.0, 11.0, 5.0
малолетний, @default_class, 0.125, 11.0, 11.0
учащаться, @default_class, 0.0, 63.0, 24.0
абонемент, @default_class, 0.0, 5.0, 5.0
фитнес, @default_class, 0.0, 4.0, 4.0
побуждать, @default_class, 0.0, 90.0, 18.0
обрезать, @default_class, 0.0, 21.0, 10.0
вэб, @default_class, 0.0, 2.0, 1.0
мелочный, @default_class, -0.75, 26.0, 15.0
бибирево, @default_class, 0.0, 59.0, 39.0
иногородний, @default_class, 0.0, 12.0, 7.0
заслуженно, @default_class, 0.0, 8.0, 8.0
аэрофлотовский, @default_class, 0.0, 2.0, 1.0
терпимый, @default_class, 0.166666671634, 39.0, 14.0
петроградский, @default_class, 0.0, 9.0, 7.0
долг_основной, @default_class, 0.0, 3.0, 3.0
целенаправленный, @default_class, 0.25, 6.0, 6.0
сельский, @default_class, 0.0, 6.0, 6.0
неудовольствие, @default_class, 0.0, 17.0, 12.0
остаток_сухой, @default_class, 0.0, 2.0, 2.0
бар, @default_class, 0.0, 30.0, 15.0
отдельный_спасибо, @default_class, 0.0, 9.0, 9.0
райфайзенбанк, @default_class, 0.0, 10.0, 4.0
ложить, @default_class, 0.0, 45.0, 12.0
брошюрка, @default_class, 0.0, 7.0, 6.0
автоматизированный_система, @default_class, 0.0, 3.0, 3.0
закупка, @default_class, 0.0, 8.0, 8.0
троечка, @default_class, 0.0, 17.0, 15.0
сурок, @default_class, 0.0, 7.0, 7.0
взаймы, @default_class, 0.0, 8.0, 8.0
противодействие_фз, @default_class, 0.0, 7.0, 3.0
задание, @default_class, 0.0, 13.0, 9.0
неопознанный, @default_class, 0.0, 11.0, 7.0
пушистый, @default_class, 0.0625, 15.0, 11.0
рфб, @default_class, 0.0, 2.0, 1.0
велосипед, @default_class, 0.0, 9.0, 3.0
кругленький, @default_class, 0.0, 10.0, 10.0
миграционный, @default_class, 0.0, 18.0, 7.0
незначительно, @default_class, 0.0, 16.0, 9.0
процессуальный, @default_class, 0.0, 6.0, 3.0
вологодский, @default_class, 0.0, 9.0, 8.0
подолгу, @default_class, 0.0, 5.0, 5.0
опустошать, @default_class, 0.0, 46.0, 12.0
страшилка, @default_class, 0.0, 3.0, 3.0
порешить, @default_class, 0.0, 46.0, 12.0
тлф, @default_class, 0.0, 10.0, 7.0
заполняться, @default_class, 0.0, 91.0, 18.0
новокосино, @default_class, 0.0, 17.0, 10.0
несолидно, @default_class, 0.0, 22.0, 8.0
номер_присваивать, @default_class, 0.0, 37.0, 25.0
намучиться, @default_class, 0.0, 24.0, 7.0
хихикать, @default_class, 0.0, 11.0, 5.0
болгария, @default_class, 0.0, 12.0, 8.0
анонимный, @default_class, 0.0, 7.0, 5.0
взрываться, @default_class, -0.666666686535, 17.0, 5.0
поиздеваться, @default_class, 0.0, 11.0, 9.0
мажорный, @default_class, 0.0, 10.0, 9.0
выдавливать, @default_class, 0.0, 33.0, 11.0
разбрасываться, @default_class, 0.0, 18.0, 8.0
божий, @default_class, 0.0, 5.0, 5.0
вокруг, @default_class, 0.0, 10.0, 9.0
мозговой, @default_class, 0.0, 6.0, 5.0
промедление, @default_class, 0.0, 11.0, 7.0
газета, @default_class, 0.0, 25.0, 20.0
значок, @default_class, 0.0, 9.0, 4.0
умело, @default_class, 0.0, 6.0, 6.0
взвод, @default_class, 0.0, 14.0, 7.0
дизайнер, @default_class, 0.0, 3.0, 2.0
крыло, @default_class, 0.0, 11.0, 9.0
текстовый, @default_class, 0.0, 5.0, 5.0
собственноручный, @default_class, 0.0, 7.0, 6.0
нужный_срочно, @default_class, 0.0, 8.0, 8.0
симкарта, @default_class, 0.0, 13.0, 9.0
долгопрудный, @default_class, 0.0, 8.0, 6.0
уфк, @default_class, 0.0, 10.0, 6.0
горячо, @default_class, 0.0, 12.0, 11.0
озвучивание, @default_class, 0.0, 13.0, 8.0
тяж, @default_class, 0.0, 15.0, 11.0
безысходность, @default_class, -0.5, 18.0, 13.0
ноготь, @default_class, 0.0, 8.0, 6.0
бизнесмен, @default_class, 0.0, 13.0, 5.0
ная, @default_class, 0.0, 9.0, 6.0
услужливый, @default_class, 0.0, 11.0, 10.0
созревать, @default_class, 0.0, 55.0, 10.0
лупа, @default_class, 0.0, 9.0, 7.0
жуть, @default_class, -0.5, 32.0, 15.0
оперзал, @default_class, 0.0, 21.0, 18.0
смелость, @default_class, 0.300000011921, 13.0, 8.0
анкетирование, @default_class, 0.0, 13.0, 9.0
сберкнижка, @default_class, 0.0, 6.0, 5.0
